publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Experimental Mathematics	1058-6458	1944-950X	1997-01	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uexm20		uexm20		fulltext		Taylor & Francis	Serial								P
Fabrications	1033-1867	2164-4756	1997-07	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfab20		rfab20		fulltext		Routledge	Serial								P
Family Science	1942-4620	1942-4639	2010-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfsc20		rfsc20		fulltext		Routledge	Serial								P
Fashion Practice	1756-9370	1756-9389	2009-05	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rffp20		rffp20		fulltext		Routledge	Serial								P
Fashion Theory	1362-704X	1751-7419	1997-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfft20		rfft20		fulltext		Routledge	Serial								P
Fat Studies	2160-4851	2160-486X	2012-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufts20		ufts20		fulltext		Routledge	Serial								P
Fatigue: Biomedicine, Health & Behavior	2164-1846	2164-1862	2013-04	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rftg20		rftg20		fulltext		Routledge	Serial								P
Feminist Economics	1354-5701	1466-4372	1997-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfec20		rfec20		fulltext		Routledge	Serial								P
Feminist Media Studies	1468-0777	1471-5902	2001-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfms20		rfms20		fulltext		Routledge	Serial								P
Ferroelectrics	0015-0193	1563-5112	1997-01	190	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gfer20		gfer20		fulltext		Taylor & Francis	Serial								P
Ferroelectrics Letters Section	0731-5171	1563-5228	1997-03	22	3-4				http://www.tandfonline.com/openurl?genre=journal&stitle=gfel20		gfel20		fulltext		Taylor & Francis	Serial								P
Fiber and Integrated Optics	0146-8030	1096-4681	1997-01	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufio20		ufio20		fulltext		Taylor & Francis	Serial								P
First Amendment Studies	2168-9725	2168-9733	2013-05	47	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfsy20		rfsy20		fulltext		Routledge	Serial							10.1080/rfsy19	P
First World War Studies	1947-5020	1947-5039	2010-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfww20		rfww20		fulltext		Routledge	Serial								P
Fisheries	0363-2415	1548-8446	1997-01	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufsh20		ufsh20		fulltext		Taylor & Francis	Serial								P
Fly	1933-6934	1933-6942	2007-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kfly20		kfly20		fulltext		Taylor & Francis	Serial								P
Folklore	0015-587X	1469-8315	1997-01	108	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rfol20		rfol20		fulltext		Routledge	Serial							10.1080/rfol19	P
Food Additives & Contaminants	0265-203X		1997-01	14	1	2007-12	24	12	http://www.tandfonline.com/openurl?genre=journal&stitle=tfac19		tfac19		fulltext		Taylor & Francis	Serial								P
Food Additives & Contaminants: Part A	1944-0049	1944-0057	2008-01	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tfac20		tfac20		fulltext		Taylor & Francis	Serial							10.1080/tfac19	P
Food Additives & Contaminants: Part B	1939-3210	1939-3229	2008-07	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tfab20		tfab20		fulltext		Taylor & Francis	Serial							10.1080/tfac19	P
Food Biotechnology	0890-5436	1532-4249	1997-03	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=lfbt20		lfbt20		fulltext		Taylor & Francis	Serial								P
Food Economics	2164-828X	2164-8298	2012-04	9	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=sagc21		sagc21		fulltext		Taylor & Francis	Serial							10.1080/sagc20	P
Food Reviews International	8755-9129	1525-6103	1997-02	13	1				http://www.tandfonline.com/openurl?genre=journal&stitle=lfri20		lfri20		fulltext		Taylor & Francis	Serial								P
Food and Agricultural Immunology	0954-0105	1465-3443	1997-03	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cfai20		cfai20		fulltext		Taylor & Francis	Serial								P
Food and Foodways	0740-9710	1542-3484	1997-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gfof20		gfof20		fulltext		Routledge	Serial								P
Food, Culture & Society	1552-8014	1751-7443	2004-03	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rffc20		rffc20		fulltext		Routledge	Serial							10.1080/rffc19	P
Footwear Science	1942-4280	1942-4299	2009-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tfws20		tfws20		fulltext		Taylor & Francis	Serial								P
Forensic Science Policy & Management: An International Journal	1940-9044	1940-9036	2009-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ufpm20		ufpm20		fulltext		Taylor & Francis	Serial								P
Forest Science and Technology	2158-0103	2158-0715	2005-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tfst20		tfst20		fulltext		Taylor & Francis	Serial								P
Forests, Trees and Livelihoods	1472-8028	2164-3075	2001-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tftl20		tftl20		fulltext		Taylor & Francis	Serial							10.1080/tftl19	P
Forum for Development Studies	0803-9410	1891-1765	1997-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=sfds20		sfds20		fulltext		Routledge	Serial								P
Forum for Social Economics	0736-0932	1874-6381	1997-01	26	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rfse20		rfse20		fulltext		Routledge	Serial								P
Free Speech Yearbook	0899-7225	2168-1430	1997-01	35	1	2012-01	46	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rfsy19		rfsy19		fulltext		Routledge	Serial							10.1080/rfsy18	P
Frontiers in Life Science	2155-3769	2155-3777	2011-06	5	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=tfls20		tfls20		fulltext		Taylor & Francis	Serial							10.1080/tfls19	P
Fullerene Science and Technology	1064-122X		1997-01	5	1	2001-08	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=lfnn19		lfnn19		fulltext		Taylor & Francis	Serial								P
Fullerenes, Nanotubes and Carbon Nanostructures	1536-383X	1536-4046	2002-04	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=lfnn20		lfnn20		fulltext		Taylor & Francis	Serial							10.1080/lfnn19	P
GFF	1103-5897	2000-0863	1997-03	119	1				http://www.tandfonline.com/openurl?genre=journal&stitle=sgff20		sgff20		fulltext		Taylor & Francis	Serial							10.1080/sgff19	P
GIScience & Remote Sensing	1548-1603	1943-7226	2004-06	41	2	2004-12	41	4	http://www.tandfonline.com/openurl?genre=journal&stitle=tgrs20		tgrs20		fulltext		Taylor & Francis	Serial							10.1080/tgrs19	P
GIScience & Remote Sensing	1548-1603	1943-7226	2005-03	42	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgrs20		tgrs20		fulltext		Taylor & Francis	Serial							10.1080/tgrs19	P
GM Crops	1938-1999	1938-2006	2010-01	1	1	2011-06	2	3	http://www.tandfonline.com/openurl?genre=journal&stitle=kgmc19		kgmc19		fulltext		Taylor & Francis	Serial								P
Gender & Development	1355-2074	1364-9221	1995-02	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgde20		cgde20		fulltext		Routledge	Serial								P
Gender and Education	0954-0253	1360-0516	1995-03	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgee20		cgee20		fulltext		Routledge	Serial								P
Gender, Place & Culture	0966-369X	1360-0524	1995-03	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgpc20		cgpc20		fulltext		Routledge	Serial								P
Genetic, Social, and General Psychology Monographs	8756-7547	1940-5286	2004-02	130	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vzpm20		vzpm20		fulltext		Routledge	Serial								P
Geo-spatial Information Science	1009-5020	1993-5153	1998-10	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgsi20		tgsi20		fulltext		Taylor & Francis	Serial								P
Geocarto International	1010-6049	1752-0762	1997-03	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgei20		tgei20		fulltext		Taylor & Francis	Serial								P
Geodesy and Cartography	2029-6991	2029-7009	2011-04	37	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgac20		tgac20		fulltext		Taylor & Francis	Serial							10.1080/tgac19	P
Geodezija ir Kartografija	1392-1541		1997-01	23	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgac19		tgac19		fulltext		Taylor & Francis	Serial							10.1080/tgac18	P
Geodinamica Acta	0985-3111	1778-3593	1997-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgda20		tgda20		fulltext		Taylor & Francis	Serial								P
Geografisk Tidsskrift-Danish Journal of Geography	0016-7223	1903-2471	1997-01	97	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rdgs20		rdgs20		fulltext		Routledge	Serial								P
Geographic Information Sciences	1082-4006		1997-12	3	1-2	2008-12	14	2	http://www.tandfonline.com/openurl?genre=journal&stitle=tagi19		tagi19		fulltext		Taylor & Francis	Serial								P
Geomatics, Natural Hazards and Risk	1947-5705	1947-5713	2010-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgnh20		tgnh20		fulltext		Taylor & Francis	Serial								P
Geomechanics and Geoengineering	1748-6025	1748-6033	2006-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgeo20		tgeo20		fulltext		Taylor & Francis	Serial								P
Geomicrobiology Journal	0149-0451	1521-0529	1997-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ugmb20		ugmb20		fulltext		Taylor & Francis	Serial								P
Geophysical & Astrophysical Fluid Dynamics	0309-1929	1029-0419	1997-04	84	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=ggaf20		ggaf20		fulltext		Taylor & Francis	Serial							10.1080/ggaf19	P
Geopolitics	1465-0045	1557-3028	1998-06	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fgeo20		fgeo20		fulltext		Routledge	Serial								P
Geopolitics and International Boundaries	1362-9379		1997-06	2	1	1997-12	2	3	http://www.tandfonline.com/openurl?genre=journal&stitle=fgeo19		fgeo19		fulltext		Routledge	Serial								P
Georisk: Assessment and Management of Risk for Engineered Systems and Geohazards	1749-9518	1749-9526	2007-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ngrk20		ngrk20		fulltext		Taylor & Francis	Serial								P
Geosystem Engineering	1226-9328	2166-3394	1998-05	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tges20		tges20		fulltext		Taylor & Francis	Serial								P
German Politics	0964-4008	1743-8993	1997-04	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fgrp20		fgrp20		fulltext		Routledge	Serial								P
Gerontology & Geriatrics Education	0270-1960	1545-3847	1997-03	17	3				http://www.tandfonline.com/openurl?genre=journal&stitle=wgge20		wgge20		fulltext		Routledge	Serial								P
Global Affairs	2334-0460	2334-0479	2015-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgaf20		rgaf20		fulltext		Routledge	Serial								P
Global Bioethics	1128-7462	1591-7398	1997-01	10	1-4				http://www.tandfonline.com/openurl?genre=journal&stitle=rgbe20		rgbe20		fulltext		Routledge	Serial								P
Global Change, Peace & Security	1478-1158	1478-1166	2003-02	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cpar20		cpar20		fulltext		Routledge	Serial							10.1080/cpar19	P
Global Crime	1744-0572	1744-0580	2004-02	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fglc20		fglc20		fulltext		Routledge	Serial								P
Global Economic Review	1226-508X	1744-3873	1997-03	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rger20		rger20		fulltext		Routledge	Serial							10.1080/rger19	P
Global Food History	2054-9547	2054-9555	2015-09	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfgf20		rfgf20		fulltext		Routledge	Serial								P
Global Intellectual History	2380-1883	2380-1891							http://www.tandfonline.com/openurl?genre=journal&stitle=rgih20		rgih20		fulltext		Routledge	Serial								P
Global Public Health	1744-1692	1744-1706	2006-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgph20		rgph20		fulltext		Routledge	Serial								P
Global Review of Ethnopolitics	1471-8804		2001-09	1	1	2004-03	3	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=reno19		reno19		fulltext		Routledge	Serial								P
Global Society	1360-0826	1469-798X	1997-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgsj20		cgsj20		fulltext		Routledge	Serial							10.1080/cgsj19	P
Globalisation, Societies and Education	1476-7724	1476-7732	2003-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cgse20		cgse20		fulltext		Routledge	Serial								P
Globalizations	1474-7731	1474-774X	2004-09	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rglo20		rglo20		fulltext		Routledge	Serial								P
Grana	0017-3134	1651-2049	1997-01	36	1				http://www.tandfonline.com/openurl?genre=journal&stitle=sgra20		sgra20		fulltext		Taylor & Francis	Serial							10.1080/sgra19	P
Green Chemistry Letters and Reviews	1751-8253	1751-7192	2007-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgcl20		tgcl20		fulltext		Taylor & Francis	Serial								F
Green Letters	1468-8417	2168-1414	2000-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgrl20		rgrl20		fulltext		Routledge	Serial								P
Greenhouse Gas Measurement and Management	2043-0779	2043-0787	2011-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tgmm20		tgmm20		fulltext		Taylor & Francis	Serial								P
Griffith Law Review	1038-3441	1839-4205	2003-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlaw20		rlaw20		fulltext		Routledge	Serial								P
Gut Microbes	1949-0976	1949-0984	2010-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kgmi20		kgmi20		fulltext		Taylor & Francis	Serial								P
HFSP Journal	1955-2068		2007-05	1	1	2010-06	4	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=tfls19		tfls19		fulltext		Taylor & Francis	Serial								P
HKIE Transactions	1023-697X	2326-3733	1997-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=thie20		thie20		fulltext		Taylor & Francis	Serial								P
HVAC&R Research	1078-9669	1938-5587	1997-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhvc20		uhvc20		fulltext		Taylor & Francis	Serial								P
Health Care for Women International	0739-9332	1096-4665	1997-01	18	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhcw20		uhcw20		fulltext		Routledge	Serial							10.1080/uhcw19	P
Health Care on the Internet	1089-4187		1997-03	1	2	2002-11	6	4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzhi20		wzhi20		fulltext		Routledge	Serial								P
Health Communication	1041-0236	1532-7027	1997-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hhth20		hhth20		fulltext		Routledge	Serial								P
Health Marketing Quarterly	0735-9683	1545-0864	1997-01	14	3				http://www.tandfonline.com/openurl?genre=journal&stitle=whmq20		whmq20		fulltext		Routledge	Serial								P
Health Psychology Review	1743-7199	1743-7202	2007-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhpr20		rhpr20		fulltext		Routledge	Serial								P
Health Psychology and Behavioral Medicine		2164-2850	2013-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhpb20		rhpb20		fulltext		Routledge	Serial								F
Health Sociology Review	1446-1242	1839-3551	2001-01	10	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rhsr20		rhsr20		fulltext		Routledge	Serial							10.1080/rhsr19	P
Health Systems & Reform	2328-8604	2328-8620	2015-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=khsr20		khsr20		fulltext		Taylor & Francis	Serial								P
Health, Risk & Society	1369-8575	1469-8331	1999-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=chrs20		chrs20		fulltext		Routledge	Serial								P
Heat Transfer Engineering	0145-7632	1521-0537	1997-01	18	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhte20		uhte20		fulltext		Taylor & Francis	Serial								P
High Ability Studies	1359-8139	1469-834X	1997-06	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=chas20		chas20		fulltext		Routledge	Serial							10.1080/chas19	P
High Pressure Research	0895-7959	1477-2299	1997-01	15	4				http://www.tandfonline.com/openurl?genre=journal&stitle=ghpr20		ghpr20		fulltext		Taylor & Francis	Serial								P
Higher Education Research & Development	0729-4360	1469-8366	1997-04	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cher20		cher20		fulltext		Routledge	Serial								P
